"identifier","name","count","bin","frequency"
"xu1p_D","D-ribulose 1-phosphate","2","2","773"
"CE4826","3-oxo-all-cis-6,9,12,15,18,21-tetracosahexaenoyl-CoA","2","2","773"
"mescon","mesaconate(2-)","2","2","773"
"CE6432","10-peroxy-docosahexaenoate","2","2","773"
"CE6435","17-peroxy-docosahexaenoate","2","2","773"
"CE6438","16-peroxy-docosahexaenoate","2","2","773"
"cs_a_b_pre2","chondroitin sulfate A (GalNAc4S-GlcA) and B (IdoA2S-GalNAc4S), precursor 2","2","2","773"
"mhista","N(tele)-methylhistaminium","2","2","773"
"2docohexecoa","2,7,10,13,16,19-docosahexenoylcoa","2","2","773"
"cs_a_deg1","chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1","2","2","773"
"CE4828","trans-2-all-cis-6,9,12,15,18,21-tetracosaheptaenoyl-CoA","2","2","773"
"c70coa","heptanoyl-CoA(4-)","2","2","773"
"mi13p","myo-inositol 1,3-bisphosphate","2","2","773"
"mi1456p","1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-)","2","2","773"
"cs_a_deg4","chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4","2","2","773"
"cs_a_deg5","chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5","2","2","773"
"C05109","24,25-dihydrolanosterol","2","2","773"
"cs_b_deg1","chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1","2","2","773"
"mi34p","1D-myo-inositol 3,4-bisphosphate","2","2","773"
"mi3p_D","1D-myo-inositol 3-phosphate(2-)","2","2","773"
"mi4p_D","1D-myo-inositol 4-phosphate(2-)","2","2","773"
"3octpencoa","3,6,9,12,15-octadecapentenoylcoa","2","2","773"
"cs_b_deg3","chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3","2","2","773"
"CE4832","3(S)-hydroxy-tetracosa-6,9,12,15,18-all-cis-pentaenoyl-CoA","2","2","773"
"mma","methylammonium","2","2","773"
"cs_b_pre4","chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4","2","2","773"
"cs_b_pre5","chondroitin sulfate B (IdoA2S-GalNAc4s), precursor 5","2","2","773"
"4tmeabutn","4-(trimethylammonio)butanoate","2","2","773"
"mpdol_U","beta-D-mannosyldiacetylchitobiosyldiphosphodolichol","2","2","773"
"cs_c_deg1","chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1","2","2","773"
"CE4834","3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA","2","2","773"
"myrsACP","myristoyl-[acyl-carrier protein]","2","2","773"
"CE4835","2E,7Z,10Z,13Z,16Z-docosapentaenoyl-CoA","2","2","773"
"n2m2mn","de-Fuc, reducing GlcNAc removed, de-Sia, de-Gal form of PA6 (w/o peptide linkage)","2","2","773"
"cs_c_deg4","chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4","2","2","773"
"1a2425thvitd2","1-alpha,24R,25-Trihydroxyvitamin D2","2","2","773"
"CE4837","tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA","2","2","773"
"n3m2masn","((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)","2","2","773"
"cs_c_pre2","chondroitin sulfate C (GalNAc6S-GlcA), precursor 2","2","2","773"
"n4m2masn","((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)","2","2","773"
"n5m2masn","((N-acetyl-D-glucosaminyl)5-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)","2","2","773"
"cs_c_pre3","chondroitin sulfate C (GalNAc6S-GlcA), precursor 3","2","2","773"
"cs_d_deg1","chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1","2","2","773"
"CE4838","trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA","2","2","773"
"cs_d_deg3","chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3","2","2","773"
"c163_7Z_10Z_13Zcoa","M_c163_7Z_10Z_13Zcoa_m","2","2","773"
"cs_d_deg5","chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5","2","2","773"
"CE2088","N-acetyl-S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine","2","2","773"
"naglc2p_U","N-acetyl-D-glucosaminyldiphosphodolichol","2","2","773"
"C05299","2-methoxyestrone","2","2","773"
"nformanth","N-formylanthranilate","2","2","773"
"cs_d_pre2","chondroitin sulfate D (GlcNAc6S-GlcA2S) precursor 2","2","2","773"
"cs_d_pre3","chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 3","2","2","773"
"cs_d_pre4","chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 4","2","2","773"
"nm2masn","(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)","2","2","773"
"nm4masn","(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)","2","2","773"
"cs_d_pre5","chondroitin sulfate D (GlcNAc6S-GlcA2S), precursor 5","2","2","773"
"cs_e_deg1","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1","2","2","773"
"cs_e_deg2","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2","2","2","773"
"C05300","16alpha-hydroxyestrone","2","2","773"
"CE4843","cis,cis-11,14-eicosadienoyl-CoA","2","2","773"
"noncoa","nonanoyl-CoA","2","2","773"
"normete_L","L-Normetanephrine","2","2","773"
"cs_e_deg5","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 5","2","2","773"
"cs_e_deg6","chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6","2","2","773"
"2dp6mep","2-decaprenyl-6-methoxyphenol","2","2","773"
"2dp6mobq","2-decaprenyl-6-methoxy-1,4-benzoquinone","2","2","773"
"C05708","Selenomethionine se-oxide","2","2","773"
"cs_e_pre3","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 3","2","2","773"
"CE4847","cis,cis,cis-10,13,16-docosatrienoyl-CoA","2","2","773"
"cs_e_pre5a","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5a","2","2","773"
"cs_e_pre5b","chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 5b","2","2","773"
"c161_7Ecoa","M_c161_7Ecoa_m","2","2","773"
"c162_7Z_10Zcoa","M_c162_7Z_10Zcoa_m","2","2","773"
"2dp6mobq_me","2-decaprenyl-6-methoxy-3-methyl-1,4-benzoquinone","2","2","773"
"CE6502","9,10-12,13-diepoxy-octadecanoate","2","2","773"
"ocdcaACP","Octadecanoyl-[acyl-carrier protein]","2","2","773"
"c162_7E_10Ecoa","M_c162_7E_10Ecoa_m","2","2","773"
"CE6506","3,4-epoxynonanal","2","2","773"
"2dpmhobq","2-decaprenyl-5-hydroxy-6-methoxy-3-methyl-1,4-benzoquinone","2","2","773"
"c121_3Ecoa","M_c121_3Ecoa_m","2","2","773"
"ctdecdcoa","cis2trans4decadienoylcoa","2","2","773"
"CE7072","13-carboxy-gama-tocotrienol","2","2","773"
"CE7074","13-hydroxy-gama-tocotrienol","2","2","773"
"3php","3-phosphonatooxypyruvate(3-)","2","2","773"
"CE4855","all-cis-12,15,18,21-tetracosatetraenoyl-CoA","2","2","773"
"C06948","diazepam","2","2","773"
"c110coa","undecanoyl-CoA(4-)","2","2","773"
"CE2186","2-methoxy-17beta-estradiol","2","2","773"
"CE7086","leukotriene C5","2","2","773"
"CE4877","15-deoxy-prostaglandin J2","2","2","773"
"CE7088","PGH3","2","2","773"
"CE7090","18R-HEPE","2","2","773"
"C07486","nordazepam","2","2","773"
"uppg3","uroporphyrinogen III(8-)","2","2","773"
"CE7096","5,15-DiHETE","2","2","773"
"orot5p","orotidine 5'-phosphate(3-)","2","2","773"
"C07535","benzo[a]pyrene","2","2","773"
"CE7101","8alpha-hydroxy-gama-tocopherone","2","2","773"
"CE4890","N-methylsalsolinol","2","2","773"
"dcamp","N(6)-(1,2-dicarboxylatoethyl)-AMP(4-)","2","2","773"
"CE4898","13-carboxy-gama-tocopherol","2","2","773"
"CE7111","5-oxo-EPE","2","2","773"
"CE4936","N-acetyl-leukotriene E4","2","2","773"
"C08261","azelaic acid","2","2","773"
"c11_trimethylcoa","M_c11_trimethylcoa_x","2","2","773"
"1a2425thvitd3","calcitetrol","2","2","773"
"CE7145","13-carboxy-alpha-tocotrienol","2","2","773"
"CE2204","25-hydroxyvitamin D3-26,23-lactone","2","2","773"
"CE2206","(1S)-1,25-dihydroxy-24-oxocalciol","2","2","773"
"CE2207","(1S)-1,23,25-trihydroxy-24-oxocalciol","2","2","773"
"dd5ecoa","5-dodecenoylcoa","2","2","773"
"5forthf","5-formimidoyltetrahydrofolate(2-)","2","2","773"
"23dpg","2,3-bisphosphonato-D-glycerate(5-)","2","2","773"
"undcoa","undecanoylcoa","2","2","773"
"pcollglys","Procollagen L-lysine","2","2","773"
"CE2242","trans-docos-2-enoyl-CoA","2","2","773"
"CE2243","trans-eicos-2-enoyl-CoA","2","2","773"
"CN0016","dibenzo[a,l]pyrene","2","2","773"
"CE2245","trans-tetracos-2-enoyl-CoA","2","2","773"
"CE2246","3-hydroxydocosanoyl-CoA","2","2","773"
"peamn","2-phenylethanaminium","2","2","773"
"pecgon","pseudoecgonine","2","2","773"
"CN0019","Dibenzo[a,l]pyrene-11,12-diol-13,14-epoxide","2","2","773"
"CN0020","7,12-Dimethylbenz[a]anthracene","2","2","773"
"CE5022","alpha-tocopheryl quinone","2","2","773"
"pectingchol","pectin-glycocholate complex","2","2","773"
"pectintchol","pectin-taurocholic acid complex","2","2","773"
"pentcoa","pentanoyl-CoA","2","2","773"
"CE5025","5-S-glutathionyl-dopamine","2","2","773"
"CN0023","7,12-Dimethylbenz[a]anthracene-3,4-diol-1,2-epoxide","2","2","773"
"peracd","perillic acid","2","2","773"
"dedol_U","dehydrodolichol","2","2","773"
"dedoldp_U","Dehydrodolichol diphosphate, human uterine homolog","2","2","773"
"pgp_hs","phosphatidylglycerol phosphate","2","2","773"
"phaccoa","phenylacetyl-CoA(4-)","2","2","773"
"dedolp_U","dehydrodolichol phosphate","2","2","773"
"dem2emgacpail_prot_hs","deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol","2","2","773"
"HC00229","isomaltose","2","2","773"
"CE5026","5-S-glutathionyl-L-DOPA","2","2","773"
"CE2247","3-hydroxyicosanoyl-CoA","2","2","773"
"dgpi_prot_hs","deacylated-glycophosphatidylinositol (GPI)-anchored protein","2","2","773"
"CE5072","21-hydroxyallopregnanolone","2","2","773"
"cca_d3","1alpha-hydroxy-23-carboxy-24,25,26,27-tetranorvitamin D3","2","2","773"
"HC00460","2,5-dihydroxybenzoate","2","2","773"
"HC00576","Homocarnosine","2","2","773"
"3hibutcoa","3-hydroxy-2-methylpropanoyl-CoA","2","2","773"
"HC00617","ferricytochrome b5","2","2","773"
"HC00619","Ferrocytochrome b5","2","2","773"
"HC00664","D-tagatofuranose 6-phosphate(2-)","2","2","773"
"HC00682","S(6)-acetyldihydrolipoamide","2","2","773"
"ppbng","porphobilinogen(1-)","2","2","773"
"CE2249","3-hydroxytetracosanoyl-CoA","2","2","773"
"HC00718","N-methylethanolaminium phosphate(1-)","2","2","773"
"c101_4Ecoa","M_c101_4Ecoa_m","2","2","773"
"ppp9","protoporphyrinate","2","2","773"
"CE5115","trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA","2","2","773"
"CE5116","trans-3-cis-8,11,14-eicosatetraenoyl-CoA","2","2","773"
"pram","5-phospho-beta-D-ribosylaminium(1-)","2","2","773"
"dhlpro","Dihydrolipoylprotein","2","2","773"
"dhor_S","(S)-dihydroorotate","2","2","773"
"CE5117","(3E,5Z,8Z)-tetradecatrienoyl-CoA","2","2","773"
"CE5118","trans-2-cis,cis-4,8-tetradecatrienoyl-CoA","2","2","773"
"HC01104","4-nitrophenyl phosphate(2-)","2","2","773"
"dimp","2'-deoxy-5'-inosinic acid","2","2","773"
"HC01115","N-glycoloylneuraminate","2","2","773"
"HC01118","presqualene diphosphate(3-)","2","2","773"
"dkmpp","5-(methylsulfanyl)-2,3-dioxopentyl phosphate(2-)","2","2","773"
"CE5119","trans-3-cis-8-tetradecadienoyl-CoA","2","2","773"
"HC01180","D-tagatofuranose 1,6-bisphosphate(4-)","2","2","773"
"HC01223","3-hydroxy-2-methylpropanoyl-CoA(4-)","2","2","773"
"CE2251","3-oxoicosanoyl-CoA","2","2","773"
"HC01254","6-lactoyl-5,6,7,8-tetrahydropterin","2","2","773"
"HC01255","But-2-enoyl-ACP","2","2","773"
"HC01321","(R)-3-Hydroxybutanoyl-ACP","2","2","773"
"HC01322","(R)-3-Hydroxydecanoyl-ACP","2","2","773"
"HC01323","(R)-3-Hydroxyoctanoyl-ACP","2","2","773"
"dna5mtc","DNA 5-methylcytosine","2","2","773"
"dna","DNA cytosine","2","2","773"
"pser_L","O-phospho-L-serine","2","2","773"
"HC01326","(R)-3-Hydroxypalmitoyl-ACP","2","2","773"
"psylchol","psillium-glycocholic acid complex","2","2","773"
"psyltchol","psyllium-taurocholic acid complex","2","2","773"
"HC01361","7,8-dihydroneopterin","2","2","773"
"docohepcoa","2,4,7,10,13,16,19-docosaheptenoylcoa","2","2","773"
"HC01376","S(8)-(2-methylbutanoyl)dihydrolipoamide","2","2","773"
"docosahexcoa","3,7,10,13,16,19-docosahexenoylcoa","2","2","773"
"HC01377","S(8)-(3-methylbutanoyl)dihydrolipoamide","2","2","773"
"HC01405","(S)-3-hydroxyoctanoyl-CoA","2","2","773"
"doldp_U","dolichyl diphosphate","2","2","773"
"HC01406","3-oxooctanoyl-CoA","2","2","773"
"HC01407","(S)-3-hydroxyhexanoyl-CoA","2","2","773"
"HC01408","3-oxohexanoyl-CoA","2","2","773"
"CE2253","3-oxotetracosanoyl-CoA","2","2","773"
"pylald","perillyl aldehyde","2","2","773"
"CE5123","2-hydroxyphytanoyl-CoA","2","2","773"
"3hmbcoa","(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA(4-)","2","2","773"
"HC01435","3-carboxy-1-hydroxypropylthiamine diphosphate","2","2","773"
"quln","quinolinate(2-)","2","2","773"
"HC01440","3-keto-beta-D-galactose","2","2","773"
"HC01441","Lactose-6P","2","2","773"
"HC01444","3-O-beta-D-galactosyl-sn-glycerol","2","2","773"
"HC01446","3-Ketolactose","2","2","773"
"dtdp4d6dg","dTDP-4-dehydro-6-deoxy-alpha-D-glucose(2-)","2","2","773"
"dtdp4d6dm","dTDP-4-dehydro-6-deoxy-L-mannose(2-)","2","2","773"
"HC01459","3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestan-26-oyl-CoA","2","2","773"
"dtdpglu","dTDP-alpha-D-glucose(2-)","2","2","773"
"HC01496","2-amino-3-oxoadipic acid","2","2","773"
"HC01501","hydroxidodioxidosulfidosulfate(1-)","2","2","773"
"HC01522","2,5-dihydroxybenzaldehyde","2","2","773"
"HC01577","gamma-Glutamyl-beta-cyanoalanine","2","2","773"
"retinol_cis_13","13-cis-retinol","2","2","773"
"HC01587","Acetoacetyl-ACP","2","2","773"
"HC01588","Butyryl-[acp]","2","2","773"
"HC01589","3-Oxohexanoyl-ACP","2","2","773"
"HC01590","D-3-Hydroxyhexanoyl-ACP","2","2","773"
"HC01591","(2E)-Hexenoyl-ACP","2","2","773"
"rnam","N-ribosylnicotinamide","2","2","773"
"HC01592","Hexanoyl-[acp]","2","2","773"
"HC01593","3-Oxooctanoyl-ACP","2","2","773"
"HC01594","(2E)-Octenoyl-ACP","2","2","773"
"HC01595","octanoyl-[acyl-carrier protein]","2","2","773"
"HC01596","3-Oxodecanoyl-ACP","2","2","773"
"HC01597","(2E)-Decenoyl-ACP","2","2","773"
"sT_antigen","sialyl-T antigen","2","2","773"
"HC01598","decanoyl-[acyl-carrier protein]","2","2","773"
"ecgon","ecgonine","2","2","773"
"egme","ecgoninium methyl ester(1+)","2","2","773"
"ei11ecoa","11-eicosenoylcoa","2","2","773"
"HC01599","3-Oxododecanoyl-ACP","2","2","773"
"HC01600","D-3-Hydroxydodecanoyl-ACP","2","2","773"
"eipencoa","2,5,8,11,14-eicosapentaenoylcoa","2","2","773"
"HC01601","(2E)-Dodecenoyl-ACP","2","2","773"
"CE2303","9-hydroxy-10-O-D-glucuronoside-12Z-octadecenoate","2","2","773"
"HC01605","3-Oxohexadecanoyl-ACP","2","2","773"
"HC01609","uroporphyrinogen I(8-)","2","2","773"
"selcyst","selenocystathionine","2","2","773"
"em2emgacpail_prot_hs","(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol","2","2","773"
"HC01610","coproporphyrinogen I(4-)","2","2","773"
"emem2gacpail_hs","(phosphoethanolaminyl-mannosyl),(phosphoethanolaminyl)-dimannosyl-glucosaminyl-acylphosphatidylinositol (H7)","2","2","773"
"emgacpail_hs","phosphoethanolaminyl-mannosyl-glucosylaminyl-acylphosphatidylinositol (H5)","2","2","773"
"CE2304","10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide","2","2","773"
"CE2305","12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate","2","2","773"
"CE2306","12-O-D-glucuronoside-13-hydroxyoctadec-9Z-enoate","2","2","773"
"estriol","estriol","2","2","773"
"HC01672","5'-acetylphosphoadenosine","2","2","773"
"HC01700","gamma-Glutamyl-3-aminopropiononitrile","2","2","773"
"34hpl","3-(4-hydroxyphenyl)lactate","2","2","773"
"HC01712","S(8)-glutaryldihydrolipoamide","2","2","773"
"CE2314","4,4-dimethylcholesta-8(9)-en-3beta-ol","2","2","773"
"1a25dhvitd2","1-alpha,25-Dihydroxyvitamin D2","2","2","773"
"HC01842","N,N-dimethylethanolamine phosphate","2","2","773"
"c90coa","nonanoyl-CoA(4-)","2","2","773"
"HC02021","Cholesterol-ester-palmn","2","2","773"
"CE2345","7alpha-hydroxy-3-oxo-4-cholestenoic acid anion","2","2","773"
"f1p","keto-D-fructose 1-phosphate","2","2","773"
"f26bp","beta-D-fructofuranose 2,6-bisphosphate(4-)","2","2","773"
"CE2414","(3S,7R,11R)-phytanate","2","2","773"
"C14768","5,6-EET","2","2","773"
"HC02025","Cholesterol-ester-ala","2","2","773"
"HC02026","Cholesterol-ester-gla","2","2","773"
"C14769","8,9-EET","2","2","773"
"strch1","starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})","2","2","773"
"C14770","11,12-EET","2","2","773"
"C14771","14,15-EET","2","2","773"
"HC02099","(2E)-Octadecenoyl-ACP","2","2","773"
"fgam","N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide(2-)","2","2","773"
"HC02110","4alpha-methylzymosterol","2","2","773"
"C14825","9(10)-EpOME","2","2","773"
"sucr","sucrose","2","2","773"
"fn2m2masn","N(4)-{N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->6)]-beta-D-mannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-[alpha-L-fucosyl-(1->6)]-N-acetyl-beta-D-glucosaminyl}-L-asparagine","2","2","773"
"t2m26dcoa","trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA","2","2","773"
"tag1p_D","D-Tagatose 1-phosphate","2","2","773"
"C14826","vernolic acid","2","2","773"
"tauribup_S","taurine conjugate of S-ibuprofen","2","2","773"
"1glyc_hs","1-acyl-sn-glycerol 3-phosphate","2","2","773"
"HC02121","S-(hydroxymethyl)glutathione(1-)","2","2","773"
"forglu","N-formimidoyl-L-glutamate(2-)","2","2","773"
"HC02129","THF-hexaglutamate","2","2","773"
"fpram","2-formamido-N(1)-(5-O-phosphonato-D-ribosyl)acetamidine","2","2","773"
"fprica","5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-)","2","2","773"
"HC02136","Glycogenin-G7G1","2","2","773"
"HC02154","GM4-pool","2","2","773"
"HC02160","GM2-pool","2","2","773"
"tdec4ecoa","trans4decenoylcoa","2","2","773"
"fuc132galacglcgal14acglcgalgluside_hs","V3Fuc-nLc6Cer","2","2","773"
"tetde5coa","5-tetradecenoylcoa","2","2","773"
"HC02161","GM1-pool","2","2","773"
"c142_5E_8Ecoa","M_c142_5E_8Ecoa_m","2","2","773"
"fuc1p_L","L-fucopyranose 1-phosphate","2","2","773"
"5hxkynam","5-hydroxykynurenamine","2","2","773"
"5mdr1p","S-methyl-5-thio-alpha-D-ribose 1-phosphate(2-)","2","2","773"
"CE2437","2E,6Z,9Z,12Z-octadecatetraenoyl-CoA","2","2","773"
"tetpent6","tetracosapentaenoic acid, n-6","2","2","773"
"CE2438","3(S)-hydroxy-6Z,9Z,12Z-octadecatrienoyl-CoA","2","2","773"
"tettet6","tetracosatetraenoic acid n-6","2","2","773"
"CE2439","3-oxo-6Z,9Z,12Z-octadecatrienoyl-CoA","2","2","773"
"CE2440","4Z,7Z,10Z-hexadecatrienoyl-CoA","2","2","773"
"CE2441","2E,4Z,7Z,10Z-hexadecatetraenoyl-CoA","2","2","773"
"CE5178","5-oxo-6-trans-leukotriene B4","2","2","773"
"ttc_ggdp","2-cis,6-trans,10-trans-geranylgeranyl diphosphate","2","2","773"
"fucfucgalacglc13galacglcgal14acglcgalgluside_hs","(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1","2","2","773"
"fucfucgalacglcgal14acglcgalgluside_hs","(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1","2","2","773"
"fucfucgalacglcgalacglcgal14acglcgalgluside_hs","alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer","2","2","773"
"5mdru1p","S-methyl-5-thio-D-ribulose 1-phosphate(2-)","2","2","773"
"c141_7Ecoa","M_c141_7Ecoa_m","2","2","773"
"fucgalacgalfuc12gal14acglcgalgluside_hs","alpha-Fuc-(1->2)-[alpha-Fuc-(1->2)-beta-Gal-(1->3)-alpha-GalNAc-(1->3)]-beta-Gal-(1->4)-beta-GlcNAc-(1->3)-beta-Gal-(1->4)-beta-Glc-(1<->1')-Cer","2","2","773"
"fucgalacgalfucgalacglcgal14acglcgalgluside_hs","(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1","2","2","773"
"fucgalacglc13galacglcgal14acglcgalgluside_hs","beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-[alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer","2","2","773"
"CE2446","6E-12-epi-leukotriene B4","2","2","773"
"25aics","SAICAR(4-)","2","2","773"
"dhocholoylcoa","3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA","2","2","773"
"tststerones","testosterone sulfate","2","2","773"
"3uib","3-ureidoisobutyric acid","2","2","773"
"3hxkynam","3-Hydroxykynurenamine","2","2","773"
"42A3HP24DB","4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate","2","2","773"
"tmlys","N(6),N(6),N(6)-trimethyl-L-lysine","2","2","773"
"CE2565","15(R)-Hydroxy-(5Z,8Z,11Z,13E)-eicosatetraenoate","2","2","773"
"2maacoa","2-methylacetoacetyl-CoA(4-)","2","2","773"
"tmuncoa","2,6,10-trimethyl undecanoylcoa","2","2","773"
"6a2ohxnt","6-amino-2-oxohexanoic acid","2","2","773"
"g1m8mpdol_L","alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog","2","2","773"
"g1m8mpdol_U","alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol","2","2","773"
"44mzym","14-demethyllanosterol","2","2","773"
"tridcoa","tridecanoylcoa","2","2","773"
"6hoxmelatn","6-Hydroxymelatonin","2","2","773"
"g2m8mpdol_L","(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog","2","2","773"
"g2m8mpdol_U","(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol","2","2","773"
"CE2576","4-hydroperoxy-2-nonenal","2","2","773"
"HC02228","Hexadecenal","2","2","773"
"g3m8mpdol_U","(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol","2","2","773"
"CE5120","trans-2-cis-8-tetradecadienoyl-CoA","2","2","773"
"ts3","Tachysterol 3","1","1","271"
"thcys","3-disulfanyl-L-alanine","1","1","271"
"thcholoylcoa","3alpha,7alpha,24-trihydroxy-5beta-cholestan-26-oyl-CoA","1","1","271"
"ttdcea","myristoleic acid","1","1","271"
"tetdec2coa","tetradecadienoylcoa","1","1","271"
"tdeACP","trans-Tetradec-2-enoyl-[acp]","1","1","271"
"srb_L","L-sorbose","1","1","271"
"selnp","selenophosphate","1","1","271"
"sTn_antigen","sialyl-Tn antigen","1","1","271"
"retncoa","retinoyl CoA","1","1","271"
"rbl_D","D-ribulose","1","1","271"
"psyltdechol","psyllium-taurodeoxycholic acid complex","1","1","271"
"prostg1","15-dehydro-prostaglandin E1(1-)","1","1","271"
"phom","O-phosphonato-L-homoserine(2-)","1","1","271"
"pectindchac","pectin-deoxycholic acid complex","1","1","271"
"pecgoncoa","Pseudoecgonyl-CoA","1","1","271"
"pcollg5hlys","erythro-5-hydroxy-L-lysinium(1+)","1","1","271"
"orn_D","D-ornithinium(1+)","1","1","271"
"octeACP","cis-vaccenoyl-[acyl-carrier protein]","1","1","271"
"ocdcya","octadecadienoate","1","1","271"
"ocdcyaACP","octadec-9-ynoyl-[acyl-carrier protein]","1","1","271"
"ntm2amep","N-Trimethyl-2-aminoethylphosphonate","1","1","271"
"nmthsrtn","N-methylserotonin","1","1","271"
"nmptrc","N-methylputrescinium(2+)","1","1","271"
"n8aspmd","N(8)-acetylspermidinium(2+)","1","1","271"
"micit","(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate","1","1","271"
"mi3456p","1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)","1","1","271"
"melanin","Melanin","1","1","271"
"m_em_3gacpail","mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)","1","1","271"
"m_em_3gacpail_prot_hs","mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol-Protein (M4A)","1","1","271"
"lyxnt","L-lyxonate","1","1","271"
"lum3","Lumisterol 3","1","1","271"
"lnlcACP","linoleic acid ACP (all cis)","1","1","271"
"lneldcACP","linoelaidic acid ACP (all trans)","1","1","271"
"kdn","2-keto-3-deoxy-D-glycero-D-galactononic acid","1","1","271"
"h2","dihydrogen","1","1","271"
"gumdchac","guar gum-deoxyxholic acid complex","1","1","271"
"gncore1","GlcNAc-alpha-1,4-Core 1","1","1","271"
