identifier	name
R_GLCAASE9ly	beta-glucuronidase, lysosomal
R_GLCAE1g	chondroitin-glucuronate 5-epimerase
R_GLCAE2g	heparosan-N-sulfate-glucuronate 5-epimerase
R_GLCAT2g	chondroitin glucuronyltransferase II, Golgi apparatus
R_GLCAT3g	chondroitin glucuronyltransferase II, Golgi apparatus
R_GLCAT4g	chondroitin glucuronyltransferase II, Golgi apparatus
R_GLCAT5g	chondroitin glucuronyltransferase II, Golgi apparatus
R_GLCAT6g	heparan glucuronyltransferase II
R_GLCAT7g	heparan glucuronyltransferase II
R_GLCAT8g	heparan glucuronyltransferase II
R_GLCAT9g	heparan glucuronyltransferase II
R_GLCATg	UDP-D-glucuronate:galactosylgalactosylxylose glucuronosyltransferase, Golgi apparatus
R_GLCNACASE1ly	alpha-N-acetylglucosaminidase, lysosomal
R_GLCNACASE2ly	alpha-N-acetylglucosaminidase, lysosomal
R_GLCNACASE3ly	alpha-N-acetylglucosaminidase, lysosomal
R_GLCNACASE4ly	alpha-N-acetylglucosaminidase, lysosomal
R_GLCNACASE5ly	alpha-N-acetylglucosaminidase, lysosomal
R_GLCNACDASg	GlcNAc N-deacetylase / N-sulfotransferase
R_GLCNACPT_U	UDP-GlcNAc:dolichol-phosphate GlcNAc phosphotransferase (uterus)
R_GLCNACT_U	UDP-GlcNAc:N-acetyl-D-glucosaminyl diphosphodolichol N-acetyl-D-glucosaminyltransferase (uterus)
R_GLCNACT1g	alpha-N-acetylglucosaminyltransferase I, Golgi apparatus
R_GLCNACT2g	alpha-N-acetylglucosaminyltransferase II
R_GLCNACT3g	alpha-N-acetylglucosaminyltransferase II
R_GLCNACT4g	alpha-N-acetylglucosaminyltransferase II
R_GLCNACT5g	alpha-N-acetylglucosaminyltransferase II
R_GLCtg	glucose transport, Golgi apparatus
R_GLCtly	glucose efflux from lysosome
R_GLCURtly	glucuronate transport into lysososme
R_GLNS	glutamine synthetase
R_GLNtm	L-glutamine transport via electroneutral transporter
R_GLU5Km	glutamate 5-kinase (m)
R_GLUCYS	Gamma-glutamylcysteine synthetase
R_GLUDC	Glutamate Decarboxylase
R_GLUDxm	glutamate dehydrogenase (NAD) (mitochondrial)
R_GLUDym	glutamate dehydrogenase (NADP), mitochondrial
R_GluForTx	Glutamate formimidoyltransferase
R_GLUNm	glutaminase (mitochondrial)
R_GLUPRT	glutamine phosphoribosyldiphosphate amidotransferase
R_GLUTCOADHm	glutaryl-CoA dehydrogenase (mitochondria)
R_GLUtr	intracellular transport
R_GLYAMDTRc	glycine amidinotransferase (c)
R_GLYATm	glycine C-acetyltransferase
R_GLYBtm	Glycine betaine transport via diffusion (mitochondria to cytosol)
R_GLYCtm	glycerol transport
R_GLYK	glycerol kinase
R_GLYKm	glycerol kinase
R_GLYt2rL	glycine reversible transport via proton symport (lysosome)
R_GMPR	GMP reductase
R_GMPS2	GMP synthase
R_GMPtg	GMP transport (Golgi)
R_GMPtn	GMP nuclear transport
R_GNMT	glycine N-methyltransferase
R_GP1CALPHAtg	gp1calpha hs intracellular transport
R_GP1Ctg	gp1c hs intracellular transport
R_GPAM_hs	glycerol-3-phosphate acyltransferase
R_GPAMm_hs	glycerol-3-phosphate acyltransferase
R_GPDDA1	Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)
R_GPIAT	glucosaminylphosphatidyl inositol acetyltransferase
R_GPIDA2er	glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum
R_GPIDAer	glycophosphatidylinositol (GPI) deacylase, endoplasmic reticulum
R_GPIMTer_U	GlcN-acylPI mannosyltransferase, endoplasmic reticulum
R_GQ1BALPHAtg	gq1balpha hs intracellular transport
R_GQ1Btg	gq1b hs intracellular transport
R_GRTT	geranyltranstransferase
R_GRTTx	geranyltranstransferase
R_GSNKm	guanosine kinase (mitochondrial)
R_GSNtl	guanosine facilated transport from lysosome
R_GSNtm	guanosine facilated transport in mitochondria
R_GT1Atg	gt1a hs intracellular transport
R_GTHO	glutathione oxidoreductase
R_GTHOm	glutathione oxidoreductase
R_GTHP	glutathione peroxidase
R_GTHPm	glutathione peroxidase, mitochondria
R_GTHRDt	Glutathione transport into mitochondria
R_GTHRDtr	glutathione transport via diffusion
R_GTHS	glutathione synthetase
R_GTPCI	GTP cyclohydrolase I
R_GTPCIn	GTP cyclohydrolase I, nuclear
R_GTPtn	GTP diffusion in nucleus
R_GUACYC	guanylate cyclase
R_GUAD	guanine deaminase
R_GUAPRT	guanine phosphoribosyltransferase
R_H2CO3D	carboxylic acid dissociation
R_H2CO3Dm	carboxylic acid dissociation
R_H2ETer	H2 phosphoethanolaminyl transferase, endoplasmic reticulum
R_H2MTer_U	H2 mannosyltransferase, endoplasmic reticulum
R_H2O2syn	Hydrogen peroxide synthesis (NADPH dependent)
R_H2O2tly	hydrogen peroxide lysosomal transport via diffusion
R_H2O2tm	hydrogen peroxide mitochondrial transport
R_H2O2tn	hydrogen peroxide nuclear transport
R_H2O2tp	hydrogen peroxide peroxisomal transport via diffusion
R_H2Oter	H2O endoplasmic reticulum transport
R_H2Otg	H2O transport, Golgi apparatus
R_H2Otm	H2O transport, mitochondrial
R_H2Otn	H2O transport, nuclear
R_H2Otp	H2O transport, peroxisomal
R_H3ETer	H3 phosphoethanolaminyl transferase, endoplasmic reticulum
R_H3MTer_U	H3 mannosyltransferase, endoplasmic reticulum
R_H4ET3er	H4 phosphoethanolaminyl transferase, endoplasmic reticulum
R_H4ETer	H4 phosphoethanolaminyl transferase, endoplasmic reticulum
R_H5MTer_U	H5 mannosyltransferase, endoplasmic reticulum
R_H6_ET2er	H6' phosphoethanolaminyl transferase, endoplasmic reticulum
R_H6_ETer	H6' phosphoethanolaminyl transferase, endoplasmic reticulum
R_H6ET3er	H6 phosphoethanolaminyl transferase, endoplasmic reticulum
R_H6MTer_U	H6 mannosyltransferase, endoplasmic reticulum
R_H7_ETer	H7' phosphoethanolaminyl transferase, endoplasmic reticulum
R_H7_TAer	H7' transamidase, endoplasmic reticulum
R_H7ET2er	H7 phosphoethanolaminyl transferase, endoplasmic reticulum
R_H7MTer_U	H7 mannosyltransferase, endoplasmic reticulum
R_H8TAer	H8 transamidase, endoplasmic reticulum
R_HACD1m	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (mitochondria)
R_HACD1x	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA) (peroxisome)
R_HACD9m	3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA), mitochondrial
R_HBZOPT10m	Hydroxybenzoate Decaprenyltransferase
R_HDCAter	palmitate ER export
R_HDD2COAtx	hdd2coa intracellular transport
R_HESTRATRIOLtr	hydroxylated estrogen derivative transport
R_HEXCCOAtx	fatty acid intracellular transport
R_HEXCCPT1	carnitine O-palmitoyltransferase
R_HEXCCPT2	carnitine transferase
R_HEXCCRNt	transport into the mitochondria (carnitine)
R_HGNTOR	Homogentisate:oxygen 1,2-oxidoreductase (decyclizing)
R_HIBDm	3-hydroxyisobutyrate dehydrogenase, mitochondrial
R_HISD	histidase
R_HISDC	histidine decarboxylase
R_HISTASE	Histaminase
R_HKYNH	3-Hydroxy-L-kynurenine hydrolase
R_HMBS	hydroxymethylbilane synthase
R_HMGCOARr	Hydroxymethylglutaryl CoA reductase (ir)
R_HMGCOASi	Hydroxymethylglutaryl CoA synthase (ir)
R_HMGCOASim	Hydroxymethylglutaryl CoA synthase (ir)
R_HMGCOAtm	Hydroxymethylglutaryl-CoA reversible mitochondrial transport
R_HMGCOAtx	Hydroxymethylglutaryl-CoA reversible peroxisomal transport
R_HMGLm	hydroxymethylglutaryl-CoA lyase
R_HMGLx	hydroxymethylglutaryl-CoA lyase
R_HOXG	Heme oxygenase 1
R_HPCLx	2-hydroxyphytanoyl-CoA lyase
R_HPDCACRNCPT1	carnitine fatty-acyl transferase
R_HPDCACRNCPT2	heptadecanoate transport into the mitochondria
R_HPDCACRNt	heptadecanoate transport into the mitochondria
R_HRETNtn	4-hydroxyretinoic acid transport, Nuclear
R_HS1ly	heparan-N-sulfatase, lysosomal
R_HS2ly	heparan-N-sulfatase, lysosomal
R_HS3ly	heparan-N-sulfatase, lysosomal
R_HS4ly	heparan-N-sulfatase, lysosomal
R_HSAT1ly	heparan-glucosaminide N-acetyltransferase, lysosomal
R_HSAT2ly	heparan-glucosaminide N-acetyltransferase, lysosomal
R_HSAT3ly	heparan-glucosaminide N-acetyltransferase, lysosomal
R_HSAT4ly	heparan-glucosaminide N-acetyltransferase, lysosomal
R_HSD11B1r	11-beta-hydroxysteroid dehydrogenase type 1
R_HSD11B2r	11-beta-hydroxysteroid dehydrogenase type 2
R_HSD17B1	testicular 17-beta-hydroxysteroid dehydrogenase
R_HSD17B2r	17-beta-hydroxysteroid dehydrogenase
R_HSD17B3r	testicular 17-beta-hydroxysteroid dehydrogenase
R_HSD17B42x	hydroxysteroid (17-beta) dehydrogenase 4
R_HSD17B4x	hydroxysteroid (17-beta) dehydrogenase 4
R_HSD17B7r	testicular 17-beta-hydroxysteroid dehydrogenase
R_HSD17B8r	17-beta-hydroxysteroid dehydrogenase
R_HSD17B9r	17-beta-hydroxysteroid dehydrogenase (type 7)
R_HSD3A1r	3 alpha-hydroxysteroid dehydrogenase (type 3)
R_HSD3A2r	3 alpha-hydroxysteroid dehydrogenase (type 3)
R_HSD3B11	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
R_HSD3B11r	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
R_HSD3B12r	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
R_HSD3B13	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
R_HSD3B13r	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I
R_HSD3B2r	3 beta-hydroxysteroid dehydrogenase type 1
R_HSD3B3r	3 beta-hydroxysteroid dehydrogenase type 1
R_HSD3B7P	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
R_HSPASEly	heparan sulfate proteoglycan protease, lysosome (endosome)
R_Htg	proton diffusion (Golgi)
R_Htm	Uncoupling protein
R_Htr	H transporter, endoplasmic reticulum
R_Htx	H transporter, peroxisome
R_HXANtl	hypoxanthine facilated transport from lysosome
R_HXANtx	hypoxanthine diffusion in peroxisome
R_HXPRT	hypoxanthine phosphoribosyltransferase (Hypoxanthine)
R_HYPOE	hypothetical enyme
R_HYPTROX	Hypotaurine oxidase
R_IDHPOXOX2b	Iodide:hydrogen-peroxide oxidoreductase 2
R_IDHPOXOX3	Iodide:hydrogen-peroxide oxidoreductase 3
R_IDHPOXOX4	Iodide:hydrogen-peroxide oxidoreductase 4
R_IDHPOXOXb	Iodide:hydrogen-peroxide oxidoreductase
R_IDOAASE1ly	alpha-L-iduronidase, lysosomal
R_IDOAASE2ly	alpha-L-iduronidase, lysosomal
R_IDOAASE3ly	alpha-L-iduronidase, lysosomal
R_IDOAASE4ly	alpha-L-iduronidase, lysosomal
R_IDOURtly	iduronate transport into lysososme
R_IDPtn	IDP nuclear transport
R_ILEt5m	Isoleucine mitochondrial transport
R_ILETA	isoleucine transaminase
R_ILETAm	isoleucine transaminase, mitochondrial
R_IMACTD	Imidazole acetaldeyde dehydrogenase
R_IMACTD_m	Imidazole acetaldeyde dehydrogenase (mito)
R_IMPC	IMP cyclohydrolase
R_IMPD	IMP dehydrogenase
R_INSK	insosine kinase
R_INSKm	insosine kinase, mitochondrial
R_INStl	inosine facilated transport from lysosome
R_INStm	inosine facilated transport in mitochondria
R_IPDDI	isopentenyl-diphosphate D-isomerase
R_IPDDIx	isopentenyl-diphosphate D-isomerase
R_ITPtn	ITP nuclear transport
R_IZPN	Imidazolonepropionase
R_Kt3g	potassium transport via proton antiport
R_KYN	kynureninase
R_KYN3OX	kynurenine 3-monooxygenase
R_KYNAKGAT	L-Kynurenine:2-oxoglutarate aminotransferase
R_KYNATESYN	4-(2-Aminophenyl)-2,4-dioxobutanoate dehydratase
R_L_LACtcm	L-lactate transport via diffusion (cytosol to mitochondria)
R_L_LACtm	L-lactate transport, mitochondrial
R_LACZly	b-galactosidase,lysosomal
R_LAPCOAl	lysosomal acid phosphorylase (CoA)
R_LCADim	lactaldehyde dehydrogenase, mitochondrial
R_LCTStl	lactose transport from cytosol to lysosome (via autophagocytosis)
R_LCYSTAT	L-Cysteate:2-oxoglutarate aminotransferase
R_LCYSTATm	L-Cysteate:2-oxoglutarate aminotransferase, mitochondrial
R_LCYSTCBOXL	3-Sulfoalanine carboxy-lyase
R_LEUKTRA4tr	leukotriene intracellular transport
R_LEUKTRB4tr	leukotriene intracellular transport
R_LEUKTRD4tr	leukotriene intracellular transport
R_LEUt5m	leucine mitochondrial transport
R_LEUTA	leucine transaminase
R_LEUTAm	leucine transaminase, mitochondrial
R_LFORKYNHYD	L-Formylkynurenine hydrolase
R_LGNCCRNt	transport into the mitochondria (carnitine)
R_LINKDEG1ly	degradation of proteoglycan linkage region, lysosomal
R_LINKDEG2ly	degradation of proteoglycan linkage region, lysosomal
R_LINKDEG3ly	degradation of proteoglycan linkage region, lysosomal
R_LINKDEG4ly	degradation of proteoglycan linkage region, lysosomal
R_LNELDCCPT1	carnitine O-palmitoyltransferase
R_LNELDCCPT2	carnitine transferase
R_LNELDCCRNt	transport into the mitochondria (carnitine)
R_LNLCCPT2	carnitine transferase
R_LNLCCRNt	transport into the mitochondria (carnitine)
R_LNLNCACPT1	carnitine O-palmitoyltransferase
R_LNLNCACPT2	carnitine transferase
R_LNLNCACRNt	transport into the mitochondria (carnitine)
R_LNLNCGCPT1	carnitine O-palmitoyltransferase
R_LNLNCGCPT2	carnitine transferase
R_LNLNCGCRNt	transport into the mitochondria (carnitine)
R_LNS14DM	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)
R_LNSTLSr	lanosterol synthase
R_LPASE	lysophospholipase
R_LPCOXp	L-pipecolate oxidase, peroxisomal
R_LPS	lipase
R_LPS2	lipase
R_LPS3	lipase
R_LRAT	Lecithin retinol acyltransferase
R_LRAT1	Lecithin retinol acyltransferase (11-cis)
R_LRAT2	Lecithin retinol acyltransferase (9-cis)
R_LS3	Lumisterol 3 formation
R_LSTO1r	Lathosterol oxidase
R_LSTO2r	Lathosterol oxidase
R_LTA4H	Leukotriene A-4 hydrolase
R_LTC4CP	Leukotriene C4 carboxypeptidase
R_LTC4Sr	Leukotriene C4 synthase
R_LTD4DP	Leukotriene D4 dipeptidase
R_LTDCL	L-Tryptophan decarboxy-lyase
R_LYSMTF1n	histone-lysine N-methyltransferase, nuclear
R_LYSMTF2n	histone-lysine N-methyltransferase, nuclear
R_LYSMTF3n	histone-lysine N-methyltransferase, nuclear
R_LYSOXp	L-lysine oxidase, peroxisomal
R_LYStip	L-lysine transport, peroxisomal (irreversible)
R_LYStm	Lysine mitochondrial transport via ornithine carrier
R_LYStn	L-lysine transport, nuclear
R_M1316Mg	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase
R_M13N2Tg	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
R_M13N4Tg	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
R_M14NTg	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
R_M16N4Tg	alpha-1,6-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
R_M16N6Tg	alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase
R_M16NTg	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
R_M4ATAer	M4A transamidase, endoplasmic reticulum
R_M4BET2er	M4B phosphoethanolaminyl transferase, endoplasmic reticulum
R_M4BTAer	M4B transamidase, endoplasmic reticulum
R_M4CET3er	M4C phosphoethanolaminyl transferase, endoplasmic reticulum
R_M4MPDOL_Uter	m4mpdol flippase
R_M7MASNBterg	m7masnB transport from endoplasmic reticulum to Golgi apparatus
R_M8MASNterg	m8masn transport from ER to Golgi apparatus
R_MACACI	maleylacetoacetate isomerase
R_MACOXO	3-Methylimidazole acetaldehyde:NAD+ oxidoreductase
R_MALSO3tm	Malate:sulfite antiport, mitochondrial
R_MALTly	alpha-glucosidase, lysosomal
R_MALtm	malate transport, mitochondrial
R_MALTSULtm	Malate:thiosulfate antiport, mitochondrial
R_MAN1_6B1er	mannosidase I, endoplasmic reticulum (g1m6masnB1-producing)
R_MAN1_7Ber	mannosidase I, endoplasmic reticulum (g1m7masnB-producing)
R_MAN2_6B1er	mannosidase II, endoplasmic reticulum (g1m6masnB1-producing)
R_MAN2_7Cer	mannosidase II, endoplasmic reticulum (g1m7masnC-producing)
R_MANter	mannose efflux from endoplasmic reticulum
R_MANtg	mannose efflux from Golgi apparatus
R_MANtly	mannose efflux from lysosome
R_MAOLNOR	monoamine oxidase (L-Normetanephrine)
R_MAOX	Methylamine oxidase
R_MCCCrm	methylcrotonoyl-CoA carboxylase, mitochondrial
R_MCD	Malonyl-CoA Decarboxylase cytoplasmic
R_MCDm	Malonyl-CoA Decarboxylase, mitochondrial
R_MCDp	Malonyl-CoA Decarboxylase peroxisomal
R_MCLACCYSR	3-mercaptolactate:cysteine reductase
R_MCLOR	3-Mercaptolactate:NAD+ oxidoreductase
R_MCOATA	Malonyl-CoA-ACP transacylase
R_MCOATAm	Malonyl-CoA-ACP transacylase, mitochondrial
R_MCPST	3-mercaptopyruvate sulfurtransferase
R_MDRPD	5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase
R_MELATN23DOX	Melatonin:oxygen 2,3-dioxygenase (indole-decyclizing)
R_MELATNOX	Melatonin:NADP oxidoreductase
R_MEOHtly	Methanol transporter, lysosome
R_MEOHtr	Methanol transporter, endoplasmic reticulum
R_METAT	methionine adenosyltransferase
R_METS	methionine synthase
R_MEVK1x	mevalonate kinase (atp)
R_MG1er	mannosyl-oligosaccharide glucosidase, endoplasmic reticulum
R_MG2er	mannosyl-oligosaccharide glucosidase, endoplasmic reticulum
R_MG3er	mannosyl-oligosaccharide glucosidase, endoplasmic reticulum
R_MGCHrm	methylglutaconyl-CoA hydratase (reversible), mitochondrial
R_MHISOR	N-Methylhistamine:oxygen oxidoreductase (deaminating)
R_MI1P_Dtn	inositol 1-phosphate nuclear transport (diffusion)
R_MLTG1ly	Maltodextrin glucosidase (maltotriose), lysosome
R_MM5cg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM6B1ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM6bg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM7Cag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM7Cbg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM8Ag	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MM8Ber	mannosyl-oligosaccharide 1,2-alpha-mannosidase, endoplasmic reticulum
R_MM8Cg	mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus
R_MMCD	Methylmalonyl-CoA decarboxylase
R_MMCDm	Methylmalonyl-CoA decarboxylase, mitochondrial
R_MMCDp	Methylmalonyl-CoA decarboxylase, peroxisomal
R_MMEm	methylmalonyl-CoA epimerase/racemase
R_MMMm	methylmalonyl-CoA mutase
R_MMSAD1m	methylmalonate-semialdehyde dehydrogenase
R_MMTSADm	malonate-semialdehyde dehydrogenase (acetylating), mitochondrial
R_MOGAT	monoacylglycerol acyltransferase
R_MTAP	5'-methylthioadenosine phosphorylase
R_MTHFC	methenyltetrahydrofolate cyclohydrolase
R_MTHFCm	methenyltetrahydrifikate cyclohydrolase, mitochondrial
R_MTHFD	methylenetetrahydrofolate dehydrogenase (NADP)
R_MTHFD2	methylenetetrahydrofolate dehydrogenase (NAD)
R_MTHFD2m	methylenetetrahydrofolate dehydrogenase (NAD), mitochondrial
R_MTHFDm	methylenetetrahydrofolate dehydrogenase (NADP), mitochondrial
R_MTHFR3	5,10-methylenetetrahydrofolatereductase (NADPH)
R_MTRI	5-methylthioribose-1-phosphate isomerase
R_N3Tg	N-acetylgalactosamine 3-beta-galactosyltransferase, Golgi apparatus
R_N4Tg	N-acetylgalactosamine 4-beta-galactosyltransferase, Golgi apparatus
R_NABTNO	N4-Acetylaminobutanal:NAD+ oxidoreductase
R_NABTNOm	N4-Acetylaminobutanal:NAD+ oxidoreductase (m)
R_NACASPAH	N-Acetyl-L-aspartate amidohydrolase
R_NACASPtm	N-acetyl-L-aspartate transport (mitochondria to cytosol)
R_NACHEX10ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX11ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX12ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX13ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX14ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX15ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX16ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX17ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX18ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX19ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX1ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX20ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX21ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX22ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX23ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX24ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX25ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX26ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX27ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX2ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX3ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX4ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX5ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX6ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX7ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX8ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEX9ly	beta-N-acetylhexosaminidase, lysosomal
R_NACHEXA10ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA11ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA12ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA13ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA14ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA15ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA16ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA17ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA18ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA19ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA1ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA20ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA21ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA22ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA2ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA3ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA4ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA5ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA6ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA7ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA8ly	beta-N-acetylhexosaminidase A, lysosomal
R_NACHEXA9ly	beta-N-acetylhexosaminidase A, lysosomal
R_NADH2_u10m	NADH dehydrogenase, mitochondrial
